State,AdminRegion,Count_yr,SpeciesNumber,NumberByPartyHours,Year,ReportingCounts,ReportingObservers
MT,montana,87,265,0.27,1986,16,45
MT,montana,88,380,0.3765,1987,15,41
MT,montana,89,533,0.5061,1988,17,44
MT,montana,90,649,0.6529,1989,17,52
MT,montana,91,462,0.4813,1990,19,45
MT,montana,92,586,0.5484,1991,18,46
MT,montana,93,693,0.7617,1992,22,45
MT,montana,94,743,0.6407,1993,19,42
MT,montana,95,1200,1.0517,1994,19,46
MT,montana,96,811,0.7624,1995,19,47
MT,montana,97,432,0.4561,1996,19,39
MT,montana,98,543,0.5202,1997,20,47
MT,montana,99,302,0.2942,1998,18,43
MT,montana,100,417,0.34,1999,23,65
MT,montana,101,749,0.6381,2000,24,51
MT,montana,102,1052,0.8158,2001,28,66
MT,montana,103,714,0.5621,2002,27,63
MT,montana,104,673,0.5246,2003,21,70
MT,montana,105,786,0.6292,2004,25,66
MT,montana,106,654,0.6011,2005,23,64
MT,montana,107,1065,0.8424,2006,26,74
MT,montana,108,707,0.5392,2007,25,67
MT,montana,109,859,0.7713,2008,23,54
MT,montana,110,580,0.4355,2009,24,69
MT,montana,111,995,0.7531,2010,23,52
MT,montana,112,1824,1.4643,2011,23,76
MT,montana,113,799,0.6585,2012,25,88
MT,montana,114,453,0.3643,2013,24,76
NC,north carolina,16,6,0,1915,1,1
NC,north carolina,17,6,0,1916,1,2
NC,north carolina,34,1,0,1933,1,4
NC,north carolina,36,24,0,1935,2,4
NC,north carolina,37,7,0,1936,1,5
NC,north carolina,38,1,0,1937,1,5
NC,north carolina,39,1,0,1938,1,3
NC,north carolina,42,26,0.619,1941,2,7
NC,north carolina,44,117,1.878,1943,4,24
NC,north carolina,45,3,0.0244,1944,1,1
NC,north carolina,46,68,0.3155,1945,7,66
NC,north carolina,47,108,0.7742,1946,8,48
NC,north carolina,48,17,0.1181,1947,3,23
NC,north carolina,49,7,0.0373,1948,1,21
NC,north carolina,50,42,0.24,1949,4,24
NC,north carolina,52,23,0.0881,1951,5,29
NC,north carolina,53,19,0.0919,1952,4,32
NC,north carolina,54,6,0.014,1953,2,15
NC,north carolina,55,53,0.1374,1954,5,37
NC,north carolina,56,18,0.0483,1955,5,24
NC,north carolina,57,4,0.0111,1956,1,16
NC,north carolina,58,27,0.0707,1957,7,26
NC,north carolina,59,2,0.0071,1958,2,4
NC,north carolina,60,7,0.0158,1959,4,16
NC,north carolina,61,1,0.0034,1960,1,30
NC,north carolina,62,54,0.1563,1961,10,25
NC,north carolina,63,2,0.006,1962,2,13
NC,north carolina,64,75,0.2259,1963,10,31
NC,north carolina,65,4,0.0079,1964,3,42
NC,north carolina,66,108,0.1865,1965,9,40
NC,north carolina,67,6,0.0108,1966,4,33
NC,north carolina,68,5,0.0098,1967,1,24
NC,north carolina,69,127,0.2365,1968,10,24
NC,north carolina,70,292,0.4679,1969,12,27
NC,north carolina,71,18,0.0296,1970,5,18
NC,north carolina,72,51,0.0673,1971,10,33
NC,north carolina,73,105,0.1139,1972,13,41
NC,north carolina,74,60,0.0604,1973,9,24
NC,north carolina,75,58,0.0476,1974,13,41
NC,north carolina,76,225,0.1726,1975,16,54
NC,north carolina,77,121,0.0973,1976,14,65
NC,north carolina,78,326,0.2284,1977,18,56
NC,north carolina,79,30,0.0236,1978,9,71
NC,north carolina,80,21,0.0148,1979,5,65
NC,north carolina,81,282,0.2065,1980,18,72
NC,north carolina,82,212,0.1433,1981,20,69
NC,north carolina,83,80,0.0537,1982,18,66
NC,north carolina,84,83,0.0477,1983,18,65
NC,north carolina,85,29,0.0168,1984,9,61
NC,north carolina,86,289,0.1571,1985,25,80
NC,north carolina,87,54,0.03,1986,13,60
NC,north carolina,88,29,0.0162,1987,12,37
NC,north carolina,89,28,0.0148,1988,13,47
NC,north carolina,90,180,0.098,1989,22,54
NC,north carolina,91,77,0.0351,1990,21,58
NC,north carolina,92,70,0.03,1991,13,44
NC,north carolina,93,17,0.0071,1992,10,49
NC,north carolina,94,122,0.0504,1993,16,56
NC,north carolina,95,15,0.0064,1994,8,34
NC,north carolina,96,181,0.0786,1995,29,59
NC,north carolina,97,30,0.0121,1996,10,49
NC,north carolina,98,127,0.0494,1997,28,73
NC,north carolina,99,55,0.0209,1998,10,60
NC,north carolina,100,199,0.0752,1999,34,73
NC,north carolina,101,45,0.0171,2000,9,44
NC,north carolina,102,127,0.0442,2001,27,43
NC,north carolina,103,64,0.0234,2002,13,49
NC,north carolina,104,50,0.0171,2003,12,63
NC,north carolina,105,205,0.0702,2004,32,67
NC,north carolina,106,45,0.0166,2005,16,55
NC,north carolina,107,69,0.0254,2006,14,38
NC,north carolina,108,377,0.1381,2007,40,64
NC,north carolina,109,50,0.0177,2008,18,53
NC,north carolina,110,20,0.0074,2009,9,58
NC,north carolina,111,192,0.0662,2010,32,56
NC,north carolina,112,41,0.0136,2011,11,37
NC,north carolina,113,829,0.279,2012,47,63
NC,north carolina,114,19,0.0066,2013,12,37
ND,north dakota,32,1,0,1931,1,1
ND,north dakota,34,1,0,1933,1,1
ND,north dakota,36,1,0,1935,1,1
ND,north dakota,42,1,0.0193,1941,1,1
ND,north dakota,44,5,0.3067,1943,1,2
ND,north dakota,51,1,0.0345,1950,1,7
ND,north dakota,54,1,0.0129,1953,1,12
ND,north dakota,58,6,0.0485,1957,1,11
ND,north dakota,61,1,0.0065,1960,1,10
ND,north dakota,62,1,0.0077,1961,1,1
ND,north dakota,63,3,0.0226,1962,1,10
ND,north dakota,64,5,0.0394,1963,2,15
ND,north dakota,67,2,0.0086,1966,2,24
ND,north dakota,68,1,0.0036,1967,1,20
ND,north dakota,69,8,0.0348,1968,2,14
ND,north dakota,70,4,0.0141,1969,1,24
ND,north dakota,71,3,0.0098,1970,2,23
ND,north dakota,72,7,0.0157,1971,3,23
ND,north dakota,73,18,0.0384,1972,6,38
ND,north dakota,74,2,0.0053,1973,2,18
ND,north dakota,75,19,0.0425,1974,4,49
ND,north dakota,76,35,0.0857,1975,5,40
ND,north dakota,77,8,0.0173,1976,4,36
ND,north dakota,78,13,0.0352,1977,5,47
ND,north dakota,79,10,0.0275,1978,2,33
ND,north dakota,80,28,0.054,1979,6,34
ND,north dakota,81,9,0.0147,1980,6,33
ND,north dakota,82,79,0.1426,1981,6,30
ND,north dakota,83,11,0.0247,1982,6,27
ND,north dakota,84,49,0.1505,1983,9,25
ND,north dakota,85,24,0.073,1984,6,26
ND,north dakota,86,17,0.0399,1985,7,26
ND,north dakota,87,8,0.018,1986,2,16
ND,north dakota,88,56,0.1186,1987,6,29
ND,north dakota,89,6,0.0121,1988,4,19
ND,north dakota,90,44,0.1109,1989,7,22
ND,north dakota,91,12,0.0293,1990,4,27
ND,north dakota,92,5,0.0133,1991,4,20
ND,north dakota,93,22,0.0644,1992,3,9
ND,north dakota,94,85,0.2149,1993,11,19
ND,north dakota,95,12,0.0215,1994,5,19
ND,north dakota,96,203,0.4511,1995,11,23
ND,north dakota,97,91,0.2381,1996,10,19
ND,north dakota,98,250,0.4948,1997,15,24
ND,north dakota,99,67,0.1512,1998,12,15
ND,north dakota,100,116,0.2436,1999,15,16
ND,north dakota,101,57,0.1321,2000,11,16
ND,north dakota,102,115,0.1921,2001,15,21
ND,north dakota,103,51,0.0943,2002,11,37
ND,north dakota,104,85,0.1483,2003,14,24
ND,north dakota,105,86,0.148,2004,12,22
ND,north dakota,106,50,0.0951,2005,10,24
ND,north dakota,107,39,0.063,2006,8,19
ND,north dakota,108,281,0.4836,2007,16,38
ND,north dakota,109,35,0.0727,2008,9,42
ND,north dakota,110,140,0.2635,2009,14,24
ND,north dakota,111,80,0.1554,2010,12,45
ND,north dakota,112,41,0.0673,2011,8,26
ND,north dakota,113,214,0.3559,2012,17,38
ND,north dakota,114,48,0.0907,2013,8,40
NE,nebraska,17,17,0,1916,2,4
NE,nebraska,22,7,0,1921,1,1
NE,nebraska,23,2,0,1922,2,4
NE,nebraska,24,15,0,1923,2,4
NE,nebraska,25,2,0,1924,2,9
NE,nebraska,26,5,0,1925,1,1
NE,nebraska,28,2,0,1927,1,2
NE,nebraska,32,10,0,1931,1,2
NE,nebraska,43,2,0,1942,1,4
NE,nebraska,44,4,0.3333,1943,2,12
NE,nebraska,45,1,0.1429,1944,1,1
NE,nebraska,46,2,0.1176,1945,2,2
NE,nebraska,47,1,0.0435,1946,1,4
NE,nebraska,48,6,0.1095,1947,2,2
NE,nebraska,49,2,0.0218,1948,1,7
NE,nebraska,50,15,0.219,1949,6,10
NE,nebraska,51,17,0.0699,1950,7,12
NE,nebraska,52,24,0.1433,1951,5,12
NE,nebraska,53,15,0.0962,1952,3,10
NE,nebraska,54,8,0.0514,1953,5,11
NE,nebraska,55,46,0.2035,1954,6,18
NE,nebraska,56,16,0.1029,1955,4,12
NE,nebraska,57,9,0.0479,1956,4,3
NE,nebraska,58,77,0.4644,1957,6,14
NE,nebraska,59,7,0.031,1958,3,16
NE,nebraska,60,4,0.0482,1959,3,13
NE,nebraska,61,14,0.0843,1960,4,14
NE,nebraska,62,38,0.1663,1961,6,14
NE,nebraska,63,3,0.0221,1962,3,15
NE,nebraska,64,30,0.2362,1963,6,15
NE,nebraska,65,4,0.0276,1964,2,9
NE,nebraska,66,19,0.1118,1965,5,20
NE,nebraska,67,11,0.0651,1966,4,20
NE,nebraska,68,5,0.0336,1967,1,14
NE,nebraska,69,14,0.1573,1968,4,18
NE,nebraska,70,45,0.2866,1969,4,10
NE,nebraska,71,15,0.0743,1970,4,22
NE,nebraska,72,9,0.0405,1971,4,41
NE,nebraska,73,19,0.0936,1972,4,45
NE,nebraska,74,10,0.0474,1973,4,40
NE,nebraska,75,16,0.071,1974,3,24
NE,nebraska,76,5,0.0242,1975,2,26
NE,nebraska,77,9,0.0331,1976,3,18
NE,nebraska,78,15,0.0466,1977,5,35
NE,nebraska,79,8,0.0227,1978,4,43
NE,nebraska,80,18,0.0478,1979,5,26
NE,nebraska,81,60,0.175,1980,7,32
NE,nebraska,82,28,0.0959,1981,5,35
NE,nebraska,83,7,0.0209,1982,4,34
NE,nebraska,84,26,0.1053,1983,3,33
NE,nebraska,85,12,0.0486,1984,5,32
NE,nebraska,86,15,0.0518,1985,5,36
NE,nebraska,87,19,0.0587,1986,4,38
NE,nebraska,88,4,0.0156,1987,2,28
NE,nebraska,89,11,0.0323,1988,2,28
NE,nebraska,90,34,0.0879,1989,5,50
NE,nebraska,91,10,0.03,1990,3,46
NE,nebraska,92,7,0.0216,1991,3,29
NE,nebraska,93,11,0.0344,1992,4,33
NE,nebraska,94,76,0.2068,1993,6,28
NE,nebraska,95,18,0.0369,1994,3,32
NE,nebraska,96,109,0.2705,1995,7,31
NE,nebraska,97,35,0.095,1996,8,37
NE,nebraska,98,71,0.2029,1997,8,35
NE,nebraska,99,13,0.034,1998,4,36
NE,nebraska,100,88,0.213,1999,6,32
NE,nebraska,101,25,0.0699,2000,7,27
NE,nebraska,102,53,0.1246,2001,8,35
NE,nebraska,103,22,0.0454,2002,6,48
NE,nebraska,104,22,0.0459,2003,5,28
NE,nebraska,105,97,0.2451,2004,9,32
NE,nebraska,106,32,0.0693,2005,6,36
NE,nebraska,107,29,0.0748,2006,6,30
NE,nebraska,108,157,0.4031,2007,9,35
NE,nebraska,109,18,0.0408,2008,4,29
NE,nebraska,110,47,0.1175,2009,10,31
NE,nebraska,111,84,0.1748,2010,9,41
NE,nebraska,112,23,0.0424,2011,6,36
NE,nebraska,113,77,0.1643,2012,10,37
NE,nebraska,114,38,0.0791,2013,7,33
NH,new hampshire,4,4,0,1903,1,1
NH,new hampshire,5,1,0,1904,1,1
NH,new hampshire,7,0,0,1906,1,1
NH,new hampshire,8,2,0,1907,1,2
NH,new hampshire,9,3,0,1908,1,1
NH,new hampshire,12,19,0,1911,2,2
NH,new hampshire,15,15,0,1914,3,3
NH,new hampshire,25,1,0,1924,1,1
NH,new hampshire,26,1,0,1925,1,1
NH,new hampshire,28,2,0,1927,1,2
NH,new hampshire,30,12,2.1818,1929,2,5
NH,new hampshire,31,0,0,1930,1,1
NH,new hampshire,32,8,0,1931,1,1
NH,new hampshire,40,2,0.0826,1939,1,16
NH,new hampshire,41,3,0,1940,1,1
NH,new hampshire,42,16,1.1429,1941,1,8
NH,new hampshire,43,25,0,1942,2,8
NH,new hampshire,45,9,0,1944,1,1
NH,new hampshire,48,5,0.3311,1947,1,1
NH,new hampshire,50,1,0,1949,1,1
NH,new hampshire,51,12,0.375,1950,3,9
NH,new hampshire,52,9,0.1053,1951,4,17
NH,new hampshire,53,15,0.2083,1952,4,16
NH,new hampshire,54,94,0.8744,1953,5,35
NH,new hampshire,55,7,0.1,1954,2,18
NH,new hampshire,56,22,0.3001,1955,3,8
NH,new hampshire,57,39,0.5652,1956,3,5
NH,new hampshire,58,23,0.2822,1957,4,7
NH,new hampshire,59,123,0.5708,1958,7,11
NH,new hampshire,60,47,0.2461,1959,6,14
NH,new hampshire,61,100,0.5291,1960,7,13
NH,new hampshire,62,81,0.3932,1961,6,25
NH,new hampshire,63,69,0.3833,1962,7,22
NH,new hampshire,64,86,0.688,1963,6,19
NH,new hampshire,65,87,0.4265,1964,8,25
NH,new hampshire,66,139,0.3629,1965,9,43
NH,new hampshire,67,99,0.3574,1966,9,34
NH,new hampshire,68,349,1.1791,1967,9,32
NH,new hampshire,69,120,0.3738,1968,9,32
NH,new hampshire,70,112,0.4148,1969,8,40
NH,new hampshire,71,109,0.2817,1970,9,35
NH,new hampshire,72,163,0.5175,1971,8,26
NH,new hampshire,73,268,0.5174,1972,9,35
NH,new hampshire,74,282,0.5875,1973,10,53
NH,new hampshire,75,398,0.7257,1974,11,43
NH,new hampshire,76,129,0.3184,1975,9,27
NH,new hampshire,77,213,0.4189,1976,9,39
NH,new hampshire,78,120,0.2322,1977,10,48
NH,new hampshire,79,104,0.2204,1978,9,42
NH,new hampshire,80,265,0.46,1979,11,60
NH,new hampshire,81,227,0.4179,1980,11,59
NH,new hampshire,82,183,0.3254,1981,9,62
NH,new hampshire,83,201,0.3473,1982,10,46
NH,new hampshire,84,260,0.4318,1983,11,56
NH,new hampshire,85,107,0.1642,1984,11,56
NH,new hampshire,86,253,0.388,1985,11,73
NH,new hampshire,87,211,0.2702,1986,11,49
NH,new hampshire,88,281,0.4163,1987,12,36
NH,new hampshire,89,298,0.4287,1988,12,40
NH,new hampshire,90,497,0.6871,1989,13,31
NH,new hampshire,91,379,0.4796,1990,14,41
NH,new hampshire,92,464,0.5636,1991,14,37
NH,new hampshire,93,461,0.517,1992,14,53
NH,new hampshire,94,1100,1.2148,1993,14,45
NH,new hampshire,95,502,0.5854,1994,13,45
NH,new hampshire,96,484,0.4872,1995,16,40
NH,new hampshire,97,534,0.5163,1996,16,41
NH,new hampshire,98,1347,1.2574,1997,16,47
NH,new hampshire,99,736,0.779,1998,15,34
NH,new hampshire,100,506,0.4743,1999,16,38
NH,new hampshire,101,420,0.4433,2000,15,35
NH,new hampshire,102,386,0.3487,2001,15,49
NH,new hampshire,103,457,0.4488,2002,16,36
NH,new hampshire,104,731,0.6221,2003,16,44
NH,new hampshire,105,980,0.8074,2004,16,36
NH,new hampshire,106,552,0.4664,2005,17,63
NH,new hampshire,107,639,0.5186,2006,17,46
NH,new hampshire,108,357,0.3035,2007,17,43
NH,new hampshire,109,526,0.5074,2008,17,49
NH,new hampshire,110,690,0.6929,2009,14,40
NH,new hampshire,111,432,0.3992,2010,15,44
NH,new hampshire,112,654,0.5953,2011,13,42
NH,new hampshire,113,732,0.5877,2012,18,38
NH,new hampshire,114,768,0.706,2013,17,49
NJ,new jersey,3,1,0,1902,1,1
NJ,new jersey,4,2,0,1903,2,1
NJ,new jersey,5,1,0,1904,1,1
NJ,new jersey,7,2,0,1906,1,1
NJ,new jersey,9,1,0,1908,1,2
NJ,new jersey,11,2,0,1910,1,2
NJ,new jersey,13,6,0,1912,3,4
NJ,new jersey,16,7,0,1915,2,2
NJ,new jersey,17,6,0,1916,4,5
NJ,new jersey,19,7,0,1918,3,6
NJ,new jersey,20,2,0,1919,2,8
NJ,new jersey,22,10,0.1808,1921,3,2
NJ,new jersey,24,11,0,1923,3,4
NJ,new jersey,25,2,0,1924,2,4
NJ,new jersey,26,1,0,1925,1,2
NJ,new jersey,27,3,0,1926,2,9
NJ,new jersey,28,9,0,1927,2,5
NJ,new jersey,29,6,0,1928,2,12
NJ,new jersey,31,2,0,1930,2,21
NJ,new jersey,32,9,0,1931,4,28
NJ,new jersey,34,10,0,1933,3,11
NJ,new jersey,35,1,0,1934,1,11
NJ,new jersey,36,40,0,1935,4,37
NJ,new jersey,37,6,0,1936,4,36
NJ,new jersey,38,16,0,1937,5,36
NJ,new jersey,39,8,0.0311,1938,5,37
NJ,new jersey,40,3,0.0095,1939,2,38
NJ,new jersey,41,10,0.0281,1940,5,50
NJ,new jersey,42,26,0.0888,1941,5,34
NJ,new jersey,44,39,0.1722,1943,6,10
NJ,new jersey,45,2,0.0061,1944,2,23
NJ,new jersey,46,8,0.0187,1945,3,15
NJ,new jersey,47,12,0.0132,1946,7,63
NJ,new jersey,49,7,0.0168,1948,5,33
NJ,new jersey,50,8,0.0167,1949,3,60
NJ,new jersey,51,8,0.011,1950,3,60
NJ,new jersey,52,154,0.1928,1951,15,58
NJ,new jersey,53,9,0.0121,1952,4,88
NJ,new jersey,54,9,0.0091,1953,5,62
NJ,new jersey,55,134,0.141,1954,16,75
NJ,new jersey,56,56,0.0426,1955,11,71
NJ,new jersey,57,6,0.0052,1956,7,58
NJ,new jersey,58,47,0.0363,1957,16,56
NJ,new jersey,59,35,0.0265,1958,9,50
NJ,new jersey,60,338,0.2618,1959,17,68
NJ,new jersey,61,9,0.0077,1960,7,71
NJ,new jersey,62,56,0.0466,1961,15,75
NJ,new jersey,63,35,0.0297,1962,9,52
NJ,new jersey,64,135,0.1053,1963,18,68
NJ,new jersey,65,13,0.0099,1964,9,65
NJ,new jersey,66,150,0.1063,1965,16,66
NJ,new jersey,67,30,0.0237,1966,11,71
NJ,new jersey,68,35,0.0242,1967,13,65
NJ,new jersey,69,130,0.0807,1968,22,68
NJ,new jersey,70,140,0.0915,1969,21,68
NJ,new jersey,71,57,0.0314,1970,14,68
NJ,new jersey,72,80,0.0482,1971,17,55
NJ,new jersey,73,89,0.0567,1972,18,68
NJ,new jersey,74,132,0.0763,1973,19,70
NJ,new jersey,75,62,0.0303,1974,18,72
NJ,new jersey,76,147,0.0687,1975,21,86
NJ,new jersey,77,174,0.073,1976,20,75
NJ,new jersey,78,160,0.0789,1977,22,96
NJ,new jersey,79,114,0.0513,1978,21,138
NJ,new jersey,80,40,0.0174,1979,14,116
NJ,new jersey,81,138,0.057,1980,22,96
NJ,new jersey,82,699,0.2765,1981,25,98
NJ,new jersey,83,220,0.0843,1982,21,87
NJ,new jersey,84,416,0.164,1983,25,103
NJ,new jersey,85,27,0.0104,1984,11,88
NJ,new jersey,86,338,0.1413,1985,25,87
NJ,new jersey,87,243,0.095,1986,23,70
NJ,new jersey,88,206,0.0826,1987,22,73
NJ,new jersey,89,41,0.0166,1988,19,65
NJ,new jersey,90,334,0.1293,1989,26,60
NJ,new jersey,91,304,0.1097,1990,26,68
NJ,new jersey,92,63,0.0246,1991,19,55
NJ,new jersey,93,249,0.0926,1992,24,64
NJ,new jersey,94,360,0.1398,1993,28,64
NJ,new jersey,95,36,0.0138,1994,7,66
NJ,new jersey,96,366,0.1387,1995,26,57
NJ,new jersey,97,67,0.0241,1996,19,62
NJ,new jersey,98,388,0.1417,1997,26,57
NJ,new jersey,99,65,0.0237,1998,12,57
NJ,new jersey,100,415,0.1525,1999,26,94
NJ,new jersey,101,38,0.0174,2000,10,49
NJ,new jersey,102,375,0.1304,2001,27,94
NJ,new jersey,103,27,0.0097,2002,16,107
NJ,new jersey,104,98,0.0376,2003,19,71
NJ,new jersey,105,264,0.0981,2004,24,104
NJ,new jersey,106,486,0.1706,2005,29,119
NJ,new jersey,107,40,0.0139,2006,16,88
NJ,new jersey,108,430,0.1662,2007,28,69
NJ,new jersey,109,122,0.0443,2008,24,88
NJ,new jersey,110,87,0.0364,2009,22,73
NJ,new jersey,111,432,0.1661,2010,27,94
NJ,new jersey,112,23,0.0085,2011,13,68
NJ,new jersey,113,430,0.1621,2012,27,76
NJ,new jersey,114,35,0.014,2013,13,68
NM,new mexico,43,12,1.7143,1942,1,5
NM,new mexico,51,12,0.1727,1950,1,6
NM,new mexico,54,2,0.0111,1953,1,12
NM,new mexico,57,1,0.0061,1956,1,4
NM,new mexico,58,1,0.0048,1957,1,6
NM,new mexico,59,3,0.017,1958,2,10
NM,new mexico,61,1,0.0051,1960,1,10
NM,new mexico,62,6,0.02,1961,3,19
NM,new mexico,63,1,0.0038,1962,1,7
NM,new mexico,64,83,0.2039,1963,3,17
NM,new mexico,66,4,0.0102,1965,1,8
NM,new mexico,67,12,0.0338,1966,2,20
NM,new mexico,69,10,0.0366,1968,1,4
NM,new mexico,70,1,0.004,1969,1,10
NM,new mexico,72,1,0.0027,1971,1,2
NM,new mexico,73,24,0.0526,1972,5,20
NM,new mexico,74,26,0.0592,1973,5,18
NM,new mexico,75,18,0.0351,1974,5,16
NM,new mexico,76,12,0.0231,1975,2,18
NM,new mexico,77,30,0.0505,1976,5,31
NM,new mexico,78,35,0.0518,1977,2,34
NM,new mexico,79,40,0.0621,1978,2,25
NM,new mexico,80,109,0.1265,1979,4,30
NM,new mexico,81,53,0.0627,1980,7,32
NM,new mexico,82,49,0.0612,1981,6,28
NM,new mexico,83,20,0.025,1982,8,31
NM,new mexico,84,59,0.0689,1983,5,26
NM,new mexico,85,79,0.0957,1984,7,31
NM,new mexico,86,27,0.0343,1985,7,32
NM,new mexico,87,27,0.0307,1986,4,21
NM,new mexico,88,62,0.0796,1987,7,27
NM,new mexico,89,23,0.024,1988,4,28
NM,new mexico,90,56,0.0548,1989,8,33
NM,new mexico,91,4,0.0041,1990,2,9
NM,new mexico,92,31,0.0334,1991,6,48
NM,new mexico,93,54,0.0613,1992,7,40
NM,new mexico,94,93,0.0912,1993,8,43
NM,new mexico,95,77,0.0748,1994,5,39
NM,new mexico,96,70,0.0755,1995,10,35
NM,new mexico,97,101,0.0907,1996,13,39
NM,new mexico,98,72,0.0668,1997,6,25
NM,new mexico,99,38,0.0309,1998,7,47
NM,new mexico,100,61,0.0456,1999,9,32
NM,new mexico,101,61,0.0458,2000,13,56
NM,new mexico,102,50,0.0354,2001,8,37
NM,new mexico,103,62,0.0419,2002,14,50
NM,new mexico,104,61,0.0398,2003,6,35
NM,new mexico,105,125,0.0853,2004,20,52
NM,new mexico,106,36,0.0208,2005,10,38
NM,new mexico,107,71,0.0509,2006,8,48
NM,new mexico,108,106,0.0672,2007,19,48
NM,new mexico,109,10,0.0082,2008,4,38
NM,new mexico,110,37,0.0269,2009,11,58
NM,new mexico,111,73,0.0549,2010,13,51
NM,new mexico,112,31,0.0239,2011,6,36
NM,new mexico,113,220,0.1672,2012,14,83
NM,new mexico,114,58,0.0409,2013,12,86
NV,nevada,66,10,0.303,1965,1,3
NV,nevada,67,1,0.0185,1966,1,10
NV,nevada,68,2,0.0174,1967,1,10
NV,nevada,69,4,0.0241,1968,2,7
NV,nevada,70,16,0.0645,1969,1,15
NV,nevada,71,8,0.0428,1970,1,9
NV,nevada,72,2,0.0103,1971,2,18
NV,nevada,73,25,0.1295,1972,4,20
NV,nevada,74,1,0.0063,1973,1,19
NV,nevada,75,1,0.0053,1974,1,25
NV,nevada,76,3,0.0227,1975,1,29
NV,nevada,78,1,0.0081,1977,1,12
NV,nevada,79,22,0.2216,1978,1,9
NV,nevada,80,1,0.0082,1979,1,7
NV,nevada,84,8,0.0332,1983,3,45
NV,nevada,85,13,0.0691,1984,3,53
NV,nevada,86,15,0.0562,1985,2,31
NV,nevada,87,9,0.0439,1986,2,39
NV,nevada,88,9,0.0218,1987,2,30
NV,nevada,90,11,0.0414,1989,3,34
NV,nevada,91,3,0.01,1990,1,10
NV,nevada,92,1,0.0029,1991,1,36
NV,nevada,93,11,0.0315,1992,2,34
NV,nevada,94,13,0.0351,1993,3,30
NV,nevada,95,9,0.0242,1994,3,33
NV,nevada,96,3,0.0098,1995,2,13
NV,nevada,97,5,0.0139,1996,4,25
NV,nevada,98,1,0.0023,1997,1,6
NV,nevada,99,16,0.037,1998,4,17
NV,nevada,100,5,0.0107,1999,4,31
NV,nevada,101,4,0.007,2000,2,21
NV,nevada,102,8,0.0165,2001,3,15
NV,nevada,103,13,0.0281,2002,5,14
NV,nevada,105,47,0.1144,2004,5,29
NV,nevada,106,18,0.0428,2005,5,36
NV,nevada,107,8,0.0165,2006,3,28
NV,nevada,108,11,0.0258,2007,4,32
NV,nevada,109,43,0.1097,2008,4,26
NV,nevada,110,35,0.0584,2009,4,26
NV,nevada,111,11,0.0193,2010,6,26
NV,nevada,112,24,0.0351,2011,3,29
NV,nevada,113,91,0.1848,2012,6,25
NV,nevada,114,9,0.0177,2013,4,21
NY,new york,4,1,0,1903,1,1
NY,new york,5,2,0,1904,1,2
NY,new york,7,4,0,1906,4,3
NY,new york,11,0,0,1910,1,3
NY,new york,15,9,0,1914,3,1
NY,new york,17,10,0,1916,5,3
NY,new york,18,2,0,1917,1,1
NY,new york,19,8,0,1918,6,2
NY,new york,20,4,0,1919,3,9
NY,new york,22,4,0.0385,1921,3,3
NY,new york,24,12,0,1923,6,4
NY,new york,25,5,0,1924,3,4
NY,new york,26,1,0,1925,1,10
NY,new york,27,12,0,1926,7,9
NY,new york,28,6,0,1927,4,11
NY,new york,29,4,0,1928,4,3
NY,new york,30,6,0.3681,1929,6,10
NY,new york,31,48,6.8571,1930,8,12
NY,new york,32,57,0,1931,10,11
NY,new york,33,2,0,1932,2,18
NY,new york,34,31,0,1933,9,20
NY,new york,35,5,0,1934,3,30
NY,new york,36,16,0,1935,5,30
NY,new york,37,5,0,1936,3,20
NY,new york,38,14,0,1937,9,37
NY,new york,39,30,0.1579,1938,6,26
NY,new york,40,28,0.0902,1939,8,28
NY,new york,41,53,0.1532,1940,10,34
NY,new york,42,30,0.0668,1941,9,39
NY,new york,43,9,0.0341,1942,4,23
NY,new york,44,28,0.0784,1943,11,32
NY,new york,45,7,0.029,1944,4,32
NY,new york,46,6,0.0199,1945,6,35
NY,new york,47,52,0.0934,1946,16,44
NY,new york,48,21,0.0284,1947,9,44
NY,new york,49,21,0.0348,1948,12,48
NY,new york,50,77,0.1121,1949,20,58
NY,new york,51,24,0.0161,1950,7,50
NY,new york,52,188,0.1542,1951,22,54
NY,new york,53,44,0.0323,1952,12,44
NY,new york,54,65,0.038,1953,15,54
NY,new york,55,265,0.1374,1954,26,59
NY,new york,56,143,0.1032,1955,16,50
NY,new york,57,7,0.0044,1956,5,55
NY,new york,58,120,0.0652,1957,22,57
NY,new york,59,86,0.048,1958,24,42
NY,new york,60,266,0.1454,1959,27,66
NY,new york,61,36,0.0178,1960,18,67
NY,new york,62,179,0.0886,1961,29,74
NY,new york,63,114,0.0544,1962,25,66
NY,new york,64,369,0.1539,1963,35,64
NY,new york,65,72,0.0291,1964,16,61
NY,new york,66,414,0.1598,1965,35,76
NY,new york,67,160,0.0594,1966,32,72
NY,new york,68,127,0.0452,1967,25,90
NY,new york,69,198,0.0768,1968,36,70
NY,new york,70,575,0.2071,1969,48,57
NY,new york,71,204,0.0622,1970,39,66
NY,new york,72,376,0.1044,1971,37,71
NY,new york,73,667,0.1803,1972,50,87
NY,new york,74,411,0.1084,1973,43,107
NY,new york,75,442,0.1033,1974,42,117
NY,new york,76,495,0.1198,1975,45,115
NY,new york,77,919,0.2164,1976,48,96
NY,new york,78,585,0.1245,1977,54,97
NY,new york,79,476,0.1039,1978,50,103
